week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2024-01-01,BEV-002,STR-015,East,42,88.2,0,,0.0
2024-01-01,BEV-002,STR-016,East,113,237.3,0,,0.0
2024-01-01,BEV-002,STR-017,East,77,161.7,0,,0.0
2024-01-01,BEV-002,STR-018,East,118,247.8,0,,0.0
2024-01-01,BEV-002,STR-019,East,113,237.3,0,,0.0
2024-01-01,BEV-002,STR-020,East,50,105.0,0,,0.0
2024-01-01,BEV-002,STR-021,East,48,100.8,0,,0.0
2024-01-01,BEV-002,STR-022,East,104,218.4,0,,0.0
2024-01-01,BEV-002,STR-023,West,155,248.36,1,BOGO,0.237
2024-01-01,BEV-002,STR-024,West,85,136.2,1,BOGO,0.237
2024-01-01,BEV-002,STR-025,West,70,112.16,1,BOGO,0.237
2024-01-01,BEV-002,STR-026,West,139,222.72,1,BOGO,0.237
2024-01-01,BEV-002,STR-027,West,226,362.12,1,BOGO,0.237
2024-01-01,BEV-002,STR-028,West,75,120.17,1,BOGO,0.237
2024-01-01,BEV-002,STR-029,West,216,346.1,1,BOGO,0.237
2024-01-01,BEV-002,STR-030,West,129,206.7,1,BOGO,0.237
2024-01-01,BEV-003,STR-001,North,44,57.2,0,,0.0
2024-01-01,BEV-003,STR-002,North,45,58.5,0,,0.0
2024-01-01,BEV-003,STR-003,North,45,58.5,0,,0.0
2024-01-01,BEV-003,STR-004,North,105,136.5,0,,0.0
2024-01-01,BEV-003,STR-005,North,100,130.0,0,,0.0
2024-01-01,BEV-003,STR-006,North,64,83.2,0,,0.0
2024-01-01,BEV-003,STR-007,North,46,59.8,0,,0.0
2024-01-01,BEV-003,STR-008,South,74,96.2,0,,0.0
2024-01-01,BEV-003,STR-009,South,95,123.5,0,,0.0
2024-01-01,BEV-003,STR-010,South,96,124.8,0,,0.0
2024-01-01,BEV-003,STR-011,South,83,107.9,0,,0.0
2024-01-01,BEV-003,STR-012,South,103,133.9,0,,0.0
2024-01-01,BEV-003,STR-013,South,74,96.2,0,,0.0
2024-01-01,BEV-003,STR-014,South,94,122.2,0,,0.0
2024-01-01,BEV-003,STR-015,East,117,152.1,0,,0.0
2024-01-01,BEV-003,STR-016,East,109,141.7,0,,0.0
2024-01-01,BEV-003,STR-017,East,53,68.9,0,,0.0
2024-01-01,BEV-003,STR-018,East,77,100.1,0,,0.0
2024-01-01,BEV-003,STR-019,East,117,152.1,0,,0.0
2024-01-01,BEV-003,STR-020,East,61,79.3,0,,0.0
2024-01-01,BEV-003,STR-021,East,84,109.2,0,,0.0
2024-01-01,BEV-003,STR-022,East,85,110.5,0,,0.0
2024-01-01,BEV-003,STR-023,West,75,97.5,0,,0.0
2024-01-01,BEV-003,STR-024,West,49,63.7,0,,0.0
2024-01-01,BEV-003,STR-025,West,86,111.8,0,,0.0
2024-01-01,BEV-003,STR-026,West,43,55.9,0,,0.0
2024-01-01,BEV-003,STR-027,West,96,124.8,0,,0.0
2024-01-01,BEV-003,STR-028,West,48,62.4,0,,0.0
2024-01-01,BEV-003,STR-029,West,86,111.8,0,,0.0
2024-01-01,BEV-003,STR-030,West,44,57.2,0,,0.0
2024-01-01,BEV-004,STR-001,North,128,249.6,1,Bundle,0.22
2024-01-01,BEV-004,STR-002,North,116,226.2,1,Bundle,0.22
2024-01-01,BEV-004,STR-003,North,106,206.7,1,Bundle,0.22
2024-01-01,BEV-004,STR-004,North,75,146.25,1,Bundle,0.22
2024-01-01,BEV-004,STR-005,North,119,232.05,1,Bundle,0.22
2024-01-01,BEV-004,STR-006,North,162,315.9,1,Bundle,0.22
2024-01-01,BEV-004,STR-007,North,90,175.5,1,Bundle,0.22
2024-01-01,BEV-004,STR-008,South,48,120.0,0,,0.0
2024-01-01,BEV-004,STR-009,South,61,152.5,0,,0.0
2024-01-01,BEV-004,STR-010,South,38,95.0,0,,0.0
2024-01-01,BEV-004,STR-011,South,41,102.5,0,,0.0
2024-01-01,BEV-004,STR-012,South,81,202.5,0,,0.0
2024-01-01,BEV-004,STR-013,South,50,125.0,0,,0.0
2024-01-01,BEV-004,STR-014,South,75,187.5,0,,0.0
2024-01-01,BEV-004,STR-015,East,64,160.0,0,,0.0
2024-01-01,BEV-004,STR-016,East,49,122.5,0,,0.0
2024-01-01,BEV-004,STR-017,East,75,187.5,0,,0.0
2024-01-01,BEV-004,STR-018,East,41,102.5,0,,0.0
2024-01-01,BEV-004,STR-019,East,44,110.0,0,,0.0
2024-01-01,BEV-004,STR-020,East,80,200.0,0,,0.0
2024-01-01,BEV-004,STR-021,East,80,200.0,0,,0.0
2024-01-01,BEV-004,STR-022,East,53,132.5,0,,0.0
2024-01-01,BEV-004,STR-023,West,94,179.78,1,BOGO,0.235
2024-01-01,BEV-004,STR-024,West,145,277.31,1,BOGO,0.235
2024-01-01,BEV-004,STR-025,West,120,229.5,1,BOGO,0.235
2024-01-01,BEV-004,STR-026,West,112,214.2,1,BOGO,0.235
2024-01-01,BEV-004,STR-027,West,82,156.82,1,BOGO,0.235
2024-01-01,BEV-004,STR-028,West,102,195.08,1,BOGO,0.235
2024-01-01,BEV-004,STR-029,West,79,151.09,1,BOGO,0.235
2024-01-01,BEV-004,STR-030,West,103,196.99,1,BOGO,0.235
2024-01-01,BEV-005,STR-001,North,62,61.38,0,,0.0
2024-01-01,BEV-005,STR-002,North,37,36.63,0,,0.0
2024-01-01,BEV-005,STR-003,North,49,48.51,0,,0.0
2024-01-01,BEV-005,STR-004,North,50,49.5,0,,0.0
2024-01-01,BEV-005,STR-005,North,90,89.1,0,,0.0
2024-01-01,BEV-005,STR-006,North,48,47.52,0,,0.0
2024-01-01,BEV-005,STR-007,North,42,41.58,0,,0.0
2024-01-01,BEV-005,STR-008,South,47,46.53,0,,0.0
2024-01-01,BEV-005,STR-009,South,49,48.51,0,,0.0
2024-01-01,BEV-005,STR-010,South,35,34.65,0,,0.0
2024-01-01,BEV-005,STR-011,South,40,39.6,0,,0.0
2024-01-01,BEV-005,STR-012,South,67,66.33,0,,0.0
2024-01-01,BEV-005,STR-013,South,72,71.28,0,,0.0
2024-01-01,BEV-005,STR-014,South,87,86.13,0,,0.0
2024-01-01,BEV-005,STR-015,East,83,82.17,0,,0.0
2024-01-01,BEV-005,STR-016,East,82,81.18,0,,0.0
2024-01-01,BEV-005,STR-017,East,32,31.68,0,,0.0
2024-01-01,BEV-005,STR-018,East,66,65.34,0,,0.0
2024-01-01,BEV-005,STR-019,East,43,42.57,0,,0.0
2024-01-01,BEV-005,STR-020,East,69,68.31,0,,0.0
2024-01-01,BEV-005,STR-021,East,61,60.39,0,,0.0
2024-01-01,BEV-005,STR-022,East,48,47.52,0,,0.0
2024-01-01,BEV-005,STR-023,West,60,59.4,0,,0.0
2024-01-01,BEV-005,STR-024,West,81,80.19,0,,0.0
2024-01-01,BEV-005,STR-025,West,49,48.51,0,,0.0
2024-01-01,BEV-005,STR-026,West,74,73.26,0,,0.0
2024-01-01,BEV-005,STR-027,West,58,57.42,0,,0.0
2024-01-01,BEV-005,STR-028,West,59,58.41,0,,0.0
2024-01-01,BEV-005,STR-029,West,68,67.32,0,,0.0
2024-01-01,BEV-005,STR-030,West,85,84.15,0,,0.0
2024-01-01,BEV-006,STR-001,North,204,123.93,1,Bundle,0.19
2024-01-01,BEV-006,STR-002,North,175,106.31,1,Bundle,0.19
2024-01-01,BEV-006,STR-003,North,141,85.66,1,Bundle,0.19
2024-01-01,BEV-006,STR-004,North,122,74.12,1,Bundle,0.19
2024-01-01,BEV-006,STR-005,North,207,125.75,1,Bundle,0.19
2024-01-01,BEV-006,STR-006,North,143,86.87,1,Bundle,0.19
2024-01-01,BEV-006,STR-007,North,139,84.44,1,Bundle,0.19
2024-01-01,BEV-006,STR-008,South,115,86.25,0,,0.0
2024-01-01,BEV-006,STR-009,South,89,66.75,0,,0.0
2024-01-01,BEV-006,STR-010,South,61,45.75,0,,0.0
2024-01-01,BEV-006,STR-011,South,108,81.0,0,,0.0
2024-01-01,BEV-006,STR-012,South,124,93.0,0,,0.0
2024-01-01,BEV-006,STR-013,South,56,42.0,0,,0.0
2024-01-01,BEV-006,STR-014,South,126,94.5,0,,0.0
2024-01-01,BEV-006,STR-015,East,118,88.5,0,,0.0
2024-01-01,BEV-006,STR-016,East,105,78.75,0,,0.0
2024-01-01,BEV-006,STR-017,East,143,107.25,0,,0.0
2024-01-01,BEV-006,STR-018,East,101,75.75,0,,0.0
2024-01-01,BEV-006,STR-019,East,101,75.75,0,,0.0
2024-01-01,BEV-006,STR-020,East,121,90.75,0,,0.0
2024-01-01,BEV-006,STR-021,East,120,90.0,0,,0.0
2024-01-01,BEV-006,STR-022,East,99,74.25,0,,0.0
2024-01-01,BEV-006,STR-023,West,147,110.25,0,,0.0
2024-01-01,BEV-006,STR-024,West,129,96.75,0,,0.0
2024-01-01,BEV-006,STR-025,West,62,46.5,0,,0.0
2024-01-01,BEV-006,STR-026,West,93,69.75,0,,0.0
2024-01-01,BEV-006,STR-027,West,146,109.5,0,,0.0
2024-01-01,BEV-006,STR-028,West,127,95.25,0,,0.0
2024-01-01,BEV-006,STR-029,West,114,85.5,0,,0.0
2024-01-01,BEV-006,STR-030,West,54,40.5,0,,0.0
2024-01-01,BEV-007,STR-001,North,92,128.8,0,,0.0
2024-01-01,BEV-007,STR-002,North,108,151.2,0,,0.0
2024-01-01,BEV-007,STR-003,North,115,161.0,0,,0.0
2024-01-01,BEV-007,STR-004,North,128,179.2,0,,0.0
2024-01-01,BEV-007,STR-005,North,100,140.0,0,,0.0
2024-01-01,BEV-007,STR-006,North,93,130.2,0,,0.0
2024-01-01,BEV-007,STR-007,North,118,165.2,0,,0.0
2024-01-01,BEV-007,STR-008,South,122,170.8,0,,0.0
2024-01-01,BEV-007,STR-009,South,52,72.8,0,,0.0
2024-01-01,BEV-007,STR-010,South,136,190.4,0,,0.0
2024-01-01,BEV-007,STR-011,South,124,173.6,0,,0.0
2024-01-01,BEV-007,STR-012,South,138,193.2,0,,0.0
2024-01-01,BEV-007,STR-013,South,110,154.0,0,,0.0
2024-01-01,BEV-007,STR-014,South,150,210.0,0,,0.0
2024-01-01,BEV-007,STR-015,East,79,110.6,0,,0.0
2024-01-01,BEV-007,STR-016,East,111,155.4,0,,0.0
2024-01-01,BEV-007,STR-017,East,130,182.0,0,,0.0
2024-01-01,BEV-007,STR-018,East,137,191.8,0,,0.0
2024-01-01,BEV-007,STR-019,East,123,172.2,0,,0.0
2024-01-01,BEV-007,STR-020,East,52,72.8,0,,0.0
2024-01-01,BEV-007,STR-021,East,103,144.2,0,,0.0
2024-01-01,BEV-007,STR-022,East,138,193.2,0,,0.0
2024-01-01,BEV-007,STR-023,West,114,159.6,0,,0.0
2024-01-01,BEV-007,STR-024,West,143,200.2,0,,0.0
2024-01-01,BEV-007,STR-025,West,67,93.8,0,,0.0
2024-01-01,BEV-007,STR-026,West,121,169.4,0,,0.0
2024-01-01,BEV-007,STR-027,West,111,155.4,0,,0.0
2024-01-01,BEV-007,STR-028,West,90,126.0,0,,0.0
2024-01-01,BEV-007,STR-029,West,118,165.2,0,,0.0
2024-01-01,BEV-007,STR-030,West,95,133.0,0,,0.0
2024-01-01,BEV-008,STR-001,North,50,90.0,0,,0.0
2024-01-01,BEV-008,STR-002,North,37,66.6,0,,0.0
2024-01-01,BEV-008,STR-003,North,39,70.2,0,,0.0
2024-01-01,BEV-008,STR-004,North,33,59.4,0,,0.0
2024-01-01,BEV-008,STR-005,North,50,90.0,0,,0.0
2024-01-01,BEV-008,STR-006,North,70,126.0,0,,0.0
2024-01-01,BEV-008,STR-007,North,27,48.6,0,,0.0
2024-01-01,BEV-008,STR-008,South,92,136.79,1,Bundle,0.174
2024-01-01,BEV-008,STR-009,South,35,52.04,1,Bundle,0.174
2024-01-01,BEV-008,STR-010,South,92,136.79,1,Bundle,0.174
2024-01-01,BEV-008,STR-011,South,65,96.64,1,Bundle,0.174
2024-01-01,BEV-008,STR-012,South,103,153.14,1,Bundle,0.174
2024-01-01,BEV-008,STR-013,South,125,185.85,1,Bundle,0.174
2024-01-01,BEV-008,STR-014,South,131,194.77,1,Bundle,0.174
2024-01-01,BEV-008,STR-015,East,34,61.2,0,,0.0
2024-01-01,BEV-008,STR-016,East,46,82.8,0,,0.0
2024-01-01,BEV-008,STR-017,East,50,90.0,0,,0.0
2024-01-01,BEV-008,STR-018,East,69,124.2,0,,0.0
2024-01-01,BEV-008,STR-019,East,55,99.0,0,,0.0
2024-01-01,BEV-008,STR-020,East,61,109.8,0,,0.0
2024-01-01,BEV-008,STR-021,East,61,109.8,0,,0.0
2024-01-01,BEV-008,STR-022,East,38,68.4,0,,0.0
2024-01-01,BEV-008,STR-023,West,61,109.8,0,,0.0
2024-01-01,BEV-008,STR-024,West,25,45.0,0,,0.0
2024-01-01,BEV-008,STR-025,West,67,120.6,0,,0.0
2024-01-01,BEV-008,STR-026,West,46,82.8,0,,0.0
2024-01-01,BEV-008,STR-027,West,45,81.0,0,,0.0
2024-01-01,BEV-008,STR-028,West,67,120.6,0,,0.0
2024-01-01,BEV-008,STR-029,West,20,36.0,0,,0.0
2024-01-01,BEV-008,STR-030,West,58,104.4,0,,0.0
2024-01-01,BEV-009,STR-001,North,38,68.4,0,,0.0
2024-01-01,BEV-009,STR-002,North,54,97.2,0,,0.0
2024-01-01,BEV-009,STR-003,North,28,50.4,0,,0.0
2024-01-01,BEV-009,STR-004,North,37,66.6,0,,0.0
2024-01-01,BEV-009,STR-005,North,41,73.8,0,,0.0
2024-01-01,BEV-009,STR-006,North,49,88.2,0,,0.0
2024-01-01,BEV-009,STR-007,North,31,55.8,0,,0.0
2024-01-01,BEV-009,STR-008,South,41,73.8,0,,0.0
2024-01-01,BEV-009,STR-009,South,63,113.4,0,,0.0
2024-01-01,BEV-009,STR-010,South,59,106.2,0,,0.0
2024-01-01,BEV-009,STR-011,South,52,93.6,0,,0.0
2024-01-01,BEV-009,STR-012,South,45,81.0,0,,0.0
2024-01-01,BEV-009,STR-013,South,28,50.4,0,,0.0
2024-01-01,BEV-009,STR-014,South,35,63.0,0,,0.0
2024-01-01,BEV-009,STR-015,East,44,79.2,0,,0.0
2024-01-01,BEV-009,STR-016,East,68,122.4,0,,0.0
2024-01-01,BEV-009,STR-017,East,39,70.2,0,,0.0
2024-01-01,BEV-009,STR-018,East,61,109.8,0,,0.0
2024-01-01,BEV-009,STR-019,East,35,63.0,0,,0.0
2024-01-01,BEV-009,STR-020,East,27,48.6,0,,0.0
2024-01-01,BEV-009,STR-021,East,30,54.0,0,,0.0
2024-01-01,BEV-009,STR-022,East,52,93.6,0,,0.0
2024-01-01,BEV-009,STR-023,West,27,48.6,0,,0.0
2024-01-01,BEV-009,STR-024,West,59,106.2,0,,0.0
2024-01-01,BEV-009,STR-025,West,28,50.4,0,,0.0
2024-01-01,BEV-009,STR-026,West,49,88.2,0,,0.0
2024-01-01,BEV-009,STR-027,West,64,115.2,0,,0.0
2024-01-01,BEV-009,STR-028,West,68,122.4,0,,0.0
2024-01-01,BEV-009,STR-029,West,33,59.4,0,,0.0
2024-01-01,BEV-009,STR-030,West,68,122.4,0,,0.0
2024-01-01,BEV-010,STR-001,North,48,105.6,0,,0.0
2024-01-01,BEV-010,STR-002,North,43,94.6,0,,0.0
2024-01-01,BEV-010,STR-003,North,27,59.4,0,,0.0
2024-01-01,BEV-010,STR-004,North,52,114.4,0,,0.0
2024-01-01,BEV-010,STR-005,North,54,118.8,0,,0.0
2024-01-01,BEV-010,STR-006,North,40,88.0,0,,0.0
2024-01-01,BEV-010,STR-007,North,27,59.4,0,,0.0
2024-01-01,BEV-010,STR-008,South,102,181.54,1,Bundle,0.191
2024-01-01,BEV-010,STR-009,South,40,71.19,1,Bundle,0.191
2024-01-01,BEV-010,STR-010,South,90,160.18,1,Bundle,0.191
2024-01-01,BEV-010,STR-011,South,77,137.04,1,Bundle,0.191
2024-01-01,BEV-010,STR-012,South,39,69.41,1,Bundle,0.191
2024-01-01,BEV-010,STR-013,South,78,138.82,1,Bundle,0.191
2024-01-01,BEV-010,STR-014,South,49,87.21,1,Bundle,0.191
2024-01-01,BEV-010,STR-015,East,22,48.4,0,,0.0
2024-01-01,BEV-010,STR-016,East,31,68.2,0,,0.0
2024-01-01,BEV-010,STR-017,East,61,134.2,0,,0.0
2024-01-01,BEV-010,STR-018,East,44,96.8,0,,0.0
2024-01-01,BEV-010,STR-019,East,44,96.8,0,,0.0
2024-01-01,BEV-010,STR-020,East,62,136.4,0,,0.0
2024-01-01,BEV-010,STR-021,East,61,134.2,0,,0.0
2024-01-01,BEV-010,STR-022,East,31,68.2,0,,0.0
2024-01-01,BEV-010,STR-023,West,53,116.6,0,,0.0
2024-01-01,BEV-010,STR-024,West,34,74.8,0,,0.0
2024-01-01,BEV-010,STR-025,West,21,46.2,0,,0.0
2024-01-01,BEV-010,STR-026,West,63,138.6,0,,0.0
2024-01-01,BEV-010,STR-027,West,54,118.8,0,,0.0
2024-01-01,BEV-010,STR-028,West,35,77.0,0,,0.0
2024-01-01,BEV-010,STR-029,West,29,63.8,0,,0.0
2024-01-01,BEV-010,STR-030,West,66,145.2,0,,0.0
2024-01-01,BEV-011,STR-001,North,146,196.92,1,Price Cut,0.157
2024-01-01,BEV-011,STR-002,North,41,55.3,1,Price Cut,0.157
2024-01-01,BEV-011,STR-003,North,89,120.04,1,Price Cut,0.157
2024-01-01,BEV-011,STR-004,North,146,196.92,1,Price Cut,0.157
2024-01-01,BEV-011,STR-005,North,46,62.04,1,Price Cut,0.157
2024-01-01,BEV-011,STR-006,North,76,102.51,1,Price Cut,0.157
2024-01-01,BEV-011,STR-007,North,125,168.6,1,Price Cut,0.157
2024-01-01,BEV-011,STR-008,South,71,113.6,0,,0.0
2024-01-01,BEV-011,STR-009,South,61,97.6,0,,0.0
2024-01-01,BEV-011,STR-010,South,68,108.8,0,,0.0
2024-01-01,BEV-011,STR-011,South,44,70.4,0,,0.0
2024-01-01,BEV-011,STR-012,South,58,92.8,0,,0.0
2024-01-01,BEV-011,STR-013,South,44,70.4,0,,0.0
2024-01-01,BEV-011,STR-014,South,60,96.0,0,,0.0
2024-01-01,BEV-011,STR-015,East,36,57.6,0,,0.0
2024-01-01,BEV-011,STR-016,East,52,83.2,0,,0.0
2024-01-01,BEV-011,STR-017,East,28,44.8,0,,0.0
2024-01-01,BEV-011,STR-018,East,67,107.2,0,,0.0
2024-01-01,BEV-011,STR-019,East,58,92.8,0,,0.0
2024-01-01,BEV-011,STR-020,East,51,81.6,0,,0.0
2024-01-01,BEV-011,STR-021,East,44,70.4,0,,0.0
2024-01-01,BEV-011,STR-022,East,73,116.8,0,,0.0
2024-01-01,BEV-011,STR-023,West,83,120.85,1,Display Feature,0.09
2024-01-01,BEV-011,STR-024,West,106,154.34,1,Display Feature,0.09
2024-01-01,BEV-011,STR-025,West,103,149.97,1,Display Feature,0.09
2024-01-01,BEV-011,STR-026,West,87,126.67,1,Display Feature,0.09
2024-01-01,BEV-011,STR-027,West,63,91.73,1,Display Feature,0.09
2024-01-01,BEV-011,STR-028,West,134,195.1,1,Display Feature,0.09
2024-01-01,BEV-011,STR-029,West,121,176.18,1,Display Feature,0.09
2024-01-01,BEV-011,STR-030,West,128,186.37,1,Display Feature,0.09
2024-01-01,BEV-012,STR-001,North,29,31.9,0,,0.0
2024-01-01,BEV-012,STR-002,North,73,80.3,0,,0.0
2024-01-01,BEV-012,STR-003,North,67,73.7,0,,0.0
2024-01-01,BEV-012,STR-004,North,55,60.5,0,,0.0
2024-01-01,BEV-012,STR-005,North,46,50.6,0,,0.0
2024-01-01,BEV-012,STR-006,North,38,41.8,0,,0.0
2024-01-01,BEV-012,STR-007,North,32,35.2,0,,0.0
2024-01-01,BEV-012,STR-008,South,69,75.9,0,,0.0
2024-01-01,BEV-012,STR-009,South,38,41.8,0,,0.0
2024-01-01,BEV-012,STR-010,South,60,66.0,0,,0.0
2024-01-01,BEV-012,STR-011,South,43,47.3,0,,0.0
2024-01-01,BEV-012,STR-012,South,59,64.9,0,,0.0
2024-01-01,BEV-012,STR-013,South,41,45.1,0,,0.0
2024-01-01,BEV-012,STR-014,South,56,61.6,0,,0.0
2024-01-01,BEV-012,STR-015,East,76,83.6,0,,0.0
2024-01-01,BEV-012,STR-016,East,78,85.8,0,,0.0
2024-01-01,BEV-012,STR-017,East,48,52.8,0,,0.0
2024-01-01,BEV-012,STR-018,East,27,29.7,0,,0.0
2024-01-01,BEV-012,STR-019,East,39,42.9,0,,0.0
2024-01-01,BEV-012,STR-020,East,41,45.1,0,,0.0
2024-01-01,BEV-012,STR-021,East,62,68.2,0,,0.0
2024-01-01,BEV-012,STR-022,East,34,37.4,0,,0.0
2024-01-01,BEV-012,STR-023,West,39,42.9,0,,0.0
2024-01-01,BEV-012,STR-024,West,78,85.8,0,,0.0
2024-01-01,BEV-012,STR-025,West,60,66.0,0,,0.0
2024-01-01,BEV-012,STR-026,West,73,80.3,0,,0.0
2024-01-01,BEV-012,STR-027,West,66,72.6,0,,0.0
2024-01-01,BEV-012,STR-028,West,35,38.5,0,,0.0
2024-01-01,BEV-012,STR-029,West,33,36.3,0,,0.0
2024-01-01,BEV-012,STR-030,West,36,39.6,0,,0.0
2024-01-01,BEV-013,STR-001,North,33,85.8,0,,0.0
2024-01-01,BEV-013,STR-002,North,83,215.8,0,,0.0
2024-01-01,BEV-013,STR-003,North,82,213.2,0,,0.0
2024-01-01,BEV-013,STR-004,North,78,202.8,0,,0.0
2024-01-01,BEV-013,STR-005,North,38,98.8,0,,0.0
2024-01-01,BEV-013,STR-006,North,34,88.4,0,,0.0
2024-01-01,BEV-013,STR-007,North,43,111.8,0,,0.0
2024-01-01,BEV-013,STR-008,South,53,137.8,0,,0.0
2024-01-01,BEV-013,STR-009,South,70,182.0,0,,0.0
2024-01-01,BEV-013,STR-010,South,69,179.4,0,,0.0
2024-01-01,BEV-013,STR-011,South,61,158.6,0,,0.0
2024-01-01,BEV-013,STR-012,South,64,166.4,0,,0.0
2024-01-01,BEV-013,STR-013,South,30,78.0,0,,0.0
2024-01-01,BEV-013,STR-014,South,76,197.6,0,,0.0
2024-01-01,BEV-013,STR-015,East,48,124.8,0,,0.0
2024-01-01,BEV-013,STR-016,East,82,213.2,0,,0.0
2024-01-01,BEV-013,STR-017,East,57,148.2,0,,0.0
2024-01-01,BEV-013,STR-018,East,88,228.8,0,,0.0
2024-01-01,BEV-013,STR-019,East,39,101.4,0,,0.0
2024-01-01,BEV-013,STR-020,East,69,179.4,0,,0.0
2024-01-01,BEV-013,STR-021,East,82,213.2,0,,0.0
2024-01-01,BEV-013,STR-022,East,80,208.0,0,,0.0
2024-01-01,BEV-013,STR-023,West,53,137.8,0,,0.0
2024-01-01,BEV-013,STR-024,West,66,171.6,0,,0.0
2024-01-01,BEV-013,STR-025,West,44,114.4,0,,0.0
2024-01-01,BEV-013,STR-026,West,82,213.2,0,,0.0
2024-01-01,BEV-013,STR-027,West,84,218.4,0,,0.0
2024-01-01,BEV-013,STR-028,West,32,83.2,0,,0.0
2024-01-01,BEV-013,STR-029,West,54,140.4,0,,0.0
2024-01-01,BEV-013,STR-030,West,60,156.0,0,,0.0
2024-01-01,BEV-014,STR-001,North,41,41.0,0,,0.0
2024-01-01,BEV-014,STR-002,North,50,50.0,0,,0.0
2024-01-01,BEV-014,STR-003,North,82,82.0,0,,0.0
2024-01-01,BEV-014,STR-004,North,107,107.0,0,,0.0
2024-01-01,BEV-014,STR-005,North,69,69.0,0,,0.0
2024-01-01,BEV-014,STR-006,North,100,100.0,0,,0.0
2024-01-01,BEV-014,STR-007,North,49,49.0,0,,0.0
2024-01-01,BEV-014,STR-008,South,109,109.0,0,,0.0
2024-01-01,BEV-014,STR-009,South,62,62.0,0,,0.0
2024-01-01,BEV-014,STR-010,South,42,42.0,0,,0.0
2024-01-01,BEV-014,STR-011,South,58,58.0,0,,0.0
2024-01-01,BEV-014,STR-012,South,49,49.0,0,,0.0
2024-01-01,BEV-014,STR-013,South,112,112.0,0,,0.0
2024-01-01,BEV-014,STR-014,South,89,89.0,0,,0.0
2024-01-01,BEV-014,STR-015,East,139,126.91,1,Display Feature,0.087
2024-01-01,BEV-014,STR-016,East,90,82.17,1,Display Feature,0.087
2024-01-01,BEV-014,STR-017,East,90,82.17,1,Display Feature,0.087
2024-01-01,BEV-014,STR-018,East,156,142.43,1,Display Feature,0.087
2024-01-01,BEV-014,STR-019,East,195,178.03,1,Display Feature,0.087
2024-01-01,BEV-014,STR-020,East,149,136.04,1,Display Feature,0.087
2024-01-01,BEV-014,STR-021,East,116,105.91,1,Display Feature,0.087
